category,url,image,title,seller,sku,in stock,price,discount,old-price
"[""Personal Care"", ""Ayurvedic""]",http://192.168.1.146:8000/catalog/product/40020301,http://192.168.1.146:8000/static/images/products/40020301.jpg,Distil By Aloe Veda Massage Oil - Jojoba Oil 200 ml,Distil,40020301,Yes,1275.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40057969,http://192.168.1.146:8000/static/images/products/40057969.jpg,Huggies Baby Wipes - Cucumber And Aloe Thick 80 pcs,Huggies,40057969,Yes,215.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40040325,http://192.168.1.146:8000/static/images/products/40040325.jpg,Pampers  Premium Care Pants - Diapers Medium Size 42 pcs,Pampers,40040325,Yes,770.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40040324,http://192.168.1.146:8000/static/images/products/40040324.jpg,Pampers  Premium Care Pants - Diapers Medium Size 68 pcs,Pampers,40040324,Yes,1199.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40040327,http://192.168.1.146:8000/static/images/products/40040327.jpg,Pampers  Premium Care Pants - Medium 9 pcs,Pampers,40040327,Yes,170.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40040326,http://192.168.1.146:8000/static/images/products/40040326.jpg,Pampers  Premium Care Pants - Diapers Medium Size 20 pcs,Pampers,40040326,Yes,375.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40019516,http://192.168.1.146:8000/static/images/products/40019516.jpg,Huggies Wonder Pants Diapers (Large) 50 pcs Pouch,Huggies,40019516,Yes,399.99,150,549.99
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/20004626,http://192.168.1.146:8000/static/images/products/20004626.jpg,Pampers  Pants - Diapers Xtra Large Size 48 pcs Pouch,Pampers,20004626,Yes,560.29,119.85,680.14
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40019513,http://192.168.1.146:8000/static/images/products/40019513.jpg,Huggies Wonder Pants Diapers (Medium) 56 pcs Pouch,Huggies,40019513,Yes,399.99,150,549.99
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/20004621,http://192.168.1.146:8000/static/images/products/20004621.jpg,Pampers  Pants - Diapers Large Size 48 pcs Pouch,Pampers,20004621,Yes,490.29,104.85,595.14
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40019517,http://192.168.1.146:8000/static/images/products/40019517.jpg,Huggies Wonder Pants Diapers (Extra Large) 42 pcs Pouch,Huggies,40019517,Yes,399.99,150,549.99
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/100497544,http://192.168.1.146:8000/static/images/products/100497544.jpg,Mamy Poko                Pant Style Diapers - Large (9-14 kg) 48 pcs Pouch,Mamy,100497544,Yes,559.99,70,629.99
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/273224,http://192.168.1.146:8000/static/images/products/273224.jpg,Mamy Poko                Pant Style Diapers - Large (9-14 kg) 8 pcs,Mamy,273224,Yes,115.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/273220,http://192.168.1.146:8000/static/images/products/273220.jpg,Mamy Poko                Pant Style Diapers - Large (9-14 kg) 34 pcs,Mamy,273220,Yes,499.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/292597,http://192.168.1.146:8000/static/images/products/292597.jpg,Mamy Poko                Pant Style Diapers - XL (12-17 kg) 46 pcs,Mamy,292597,Yes,559.99,70,629.99
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/20002825,http://192.168.1.146:8000/static/images/products/20002825.jpg,Himalaya Gentle Baby Wipes - Indian Lotus Aloe Vera 72 pcs Pouch,Himalaya,20002825,Yes,175.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/20004169,http://192.168.1.146:8000/static/images/products/20004169.jpg,Johnson & Johnson  Top-To-Toe Wash 500 ml,Johnson,20004169,Yes,290.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/20004609,http://192.168.1.146:8000/static/images/products/20004609.jpg,Pampers  Active Baby Diaper - XL 56 pcs Pouch,Pampers,20004609,Yes,1299.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/30002419,http://192.168.1.146:8000/static/images/products/30002419.jpg,Patanjali Hand Wash - Herbal 250 ml,Patanjali,30002419,Yes,55.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/20004616,http://192.168.1.146:8000/static/images/products/20004616.jpg,Pampers  Pants - Diapers Medium Size 56 pcs Pouch,Pampers,20004616,Yes,490.29,104.85,595.14
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/273219,http://192.168.1.146:8000/static/images/products/273219.jpg,Mamy Poko                Pant Style Diapers - XXL (15-25 kg) 24 pcs,Mamy,273219,Yes,499.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/205776,http://192.168.1.146:8000/static/images/products/205776.jpg,Pampers  Active Baby Diapers - Large (9-14 kgs) 50 pcs Pouch,Pampers,205776,Yes,880.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/20004620,http://192.168.1.146:8000/static/images/products/20004620.jpg,Pampers  Dry Pants - Large 34 pcs Pouch,Pampers,20004620,Yes,499.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/280316,http://192.168.1.146:8000/static/images/products/280316.jpg,Pampers  Pants - Diapers Medium Size 40 pcs,Pampers,280316,Yes,350.29,74.85,425.14
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/20004625,http://192.168.1.146:8000/static/images/products/20004625.jpg,Pampers  Pants - Diapers Xtra Large Size 32 pcs Pouch,Pampers,20004625,Yes,396.49,84.75,481.24
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/100079208,http://192.168.1.146:8000/static/images/products/100079208.jpg,Pampers  Active Baby Diapers - Medium (6-11 kgs) 62 pcs,Pampers,100079208,Yes,980.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/100316308,http://192.168.1.146:8000/static/images/products/100316308.jpg,Himalaya Baby Lotion 200 ml,Himalaya,100316308,Yes,145.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/292607,http://192.168.1.146:8000/static/images/products/292607.jpg,Mamy Poko                Pant Style Diapers - Medium (7-12 kg) 56 pcs,Mamy,292607,Yes,559.99,70,629.99
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/273223,http://192.168.1.146:8000/static/images/products/273223.jpg,Mamy Poko                Pant Style Diapers - Medium (7-12 kg) 20 pcs,Mamy,273223,Yes,235.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/273221,http://192.168.1.146:8000/static/images/products/273221.jpg,Mamy Poko                Pant Style Diapers - Medium (7-12 kg) 40 pcs,Mamy,273221,Yes,499.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/100494990,http://192.168.1.146:8000/static/images/products/100494990.jpg,Pampers  Active Baby Diapers - Large (9-14 kgs) 78 pcs Pouch,Pampers,100494990,Yes,1330.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/100393172,http://192.168.1.146:8000/static/images/products/100393172.jpg,Huggies New Dry Diapers (Large) 56 pcs Pack of 56,Huggies,100393172,Yes,545.99,100,645.99
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/100428245,http://192.168.1.146:8000/static/images/products/100428245.jpg,Himalaya Baby Cream - Extra Soft & Gentle (Olive Oil Country Mallow) 100 ml Tube,Himalaya,100428245,Yes,120.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/305222,http://192.168.1.146:8000/static/images/products/305222.jpg,Johnson & Johnson  Baby Soap 50 gm Carton,Johnson,305222,Yes,27.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/305213,http://192.168.1.146:8000/static/images/products/305213.jpg,Johnson & Johnson  Baby Soap 100 gm,Johnson,305213,Yes,55.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40054348,http://192.168.1.146:8000/static/images/products/40054348.jpg,Johnson & Johnson  Wipes - Baby Skincare 80 pcs Pack of 2,Johnson,40054348,Yes,380.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40023128,http://192.168.1.146:8000/static/images/products/40023128.jpg,Mamy Poko                Pant Style Diapers - XXXL (18-35 kg) 7 pcs Pouch,Mamy,40023128,Yes,299.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40013522,http://192.168.1.146:8000/static/images/products/40013522.jpg,"Himalaya Extra Moisturizing Baby Soap - Aloe Vera, Olive & Milk 125 gm Carton",Himalaya,40013522,Yes,55.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40013518,http://192.168.1.146:8000/static/images/products/40013518.jpg,"Himalaya Extra Moisturizing Baby Soap - Aloe Vera, Olive & Milk 75 gm Carton",Himalaya,40013518,Yes,35.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/20002830,http://192.168.1.146:8000/static/images/products/20002830.jpg,Himalaya Baby Massage Oil - Olive Oil (Winter Cherry) 200 ml,Himalaya,20002830,Yes,165.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/30000355,http://192.168.1.146:8000/static/images/products/30000355.jpg,Huggies Dry Comfort Diapers - Medium (5-11 Kg) 62 pcs,Huggies,30000355,Yes,530.99,100,630.99
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40023134,http://192.168.1.146:8000/static/images/products/40023134.jpg,Mamy Poko                Baby Wipes 100 pcs Pouch,Mamy,40023134,Yes,155.99,20,175.99
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40019500,http://192.168.1.146:8000/static/images/products/40019500.jpg,Huggies Wonder Pants Diapers (Large) 38 pcs Pouch Pack of 38,Huggies,40019500,Yes,305.99,85,390.99
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/286598,http://192.168.1.146:8000/static/images/products/286598.jpg,Pampers  Disposable Diapers - Medium (6-11 kgs) 66 pcs,Pampers,286598,Yes,799.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40014351,http://192.168.1.146:8000/static/images/products/40014351.jpg,Mamy Poko                Pant Style Diapers - Small (4-8 kg) 60 nos Pouch,Mamy,40014351,Yes,499.99,100,599.99
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40030740,http://192.168.1.146:8000/static/images/products/40030740.jpg,Mamy Poko                Baby Wipes 100 pcs Pouch Pack of 2,Mamy,40030740,Yes,320.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40019501,http://192.168.1.146:8000/static/images/products/40019501.jpg,Huggies Wonder Pants Diapers (Extra Large) 32 pcs Pouch Pack of 32,Huggies,40019501,Yes,305.99,85,390.99
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/100392811,http://192.168.1.146:8000/static/images/products/100392811.jpg,Himalaya Gentle Baby Bath - Chickpea & Green Gram 100 ml Bottle,Himalaya,100392811,Yes,70.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/286594,http://192.168.1.146:8000/static/images/products/286594.jpg,Pampers  Disposable Diapers - Large (9 - 14 kgs) 60 pcs,Pampers,286594,Yes,849.99,0,0
"[""Personal Care"", ""Baby Care""]",http://192.168.1.146:8000/catalog/product/40018874,http://192.168.1.146:8000/static/images/products/40018874.jpg,Himalaya Baby Shampoo - Gentle (Hibiscus Chickpea) 100 ml Bottle,Himalaya,40018874,Yes,77.99,0,0
